# 이미지-단어 매핑 요약
# 형식: 이미지파일명 | 단어 | card_id
# ============================================================

## 1.png (1.txt)
10_33.png    | Enfranchised         | e07ae807...
10_34.png    | Self-governing       | e1df2134...
10_35.png    | Arduous              | e77f4585...
10_36.png    | Laborious            | fc5d60a3...
10_37.png    | Strenuous            | b0278a51...
10_38.png    | Grueling             | 4f7c4d47...
10_39.png    | Demanding            | 5b8bae85...
10_40.png    | Formidable           | 530c5cad...
10_41.png    | Onerous              | 99dfa1d6...
10_42.png    | Taxing               | b71aef9e...
10_43.png    | Backbreaking         | 46ec8d96...
10_44.png    | Challenging          | b3365c0a...
10_45.png    | Burdensome           | 8cb51063...
10_46.png    | Punishing            | 57d394f9...
10_47.png    | Rigorous             | 1a3df385...
10_48.png    | Exacting             | 7c7dd37a...
10_49.png    | Tough                | 4951bd13...
10_50.png    | Tricky               | e18a2a37...
10_51.png    | Thorny               | 10a10b8c...
10_52.png    | Problematic          | 898aa0be...
10_53.png    | Uphill               | 7cf0c531...
10_54.png    | Insuperable          | da848f7c...
10_55.png    | Impossible           | 942d5177...
10_56.png    | Herculean            | 5735e282...
10_57.png    | Painstaking          | 801ecc91...
10_58.png    | Exhausting           | 9b31d3ec...
10_59.png    | Trying               | f53a698e...
10_60.png    | Severe               | a303b4e9...
10_61.png    | Steep                | d04928de...
10_62.png    | Rough                | 48875b03...
10_63.png    | Crucial              | 3d33bd0b...
10_64.png    | Easy                 | 1ff3e2e5...

## 11.png (11.txt)
11_1.png     | Facile               | 4c87d220...
11_2.png     | Cinch                | d7850515...
11_3.png     | Simple               | 7fa98e3e...
11_4.png     | Effortless           | 150e4791...
11_5.png     | Smooth               | 25de00bd...
11_6.png     | Painless             | b7b316a4...
11_7.png     | Manageable           | b3e8df0a...
11_8.png     | Doable               | 6664e068...
11_9.png     | Breezy               | 8cb4b39e...
11_10.png    | Light                | 99e4dab8...
11_11.png    | Undemanding          | 8e0942ef...
11_12.png    | Straightforward      | 0da53072...
11_13.png    | User-friendly        | fd497690...
11_14.png    | Snap                 | c4febb6a...
11_15.png    | Walk in the park     | d3a6be30...
11_16.png    | Accessible           | e331296a...
11_17.png    | Elementary           | b0ea34aa...
11_18.png    | Basic                | 866937e6...
11_19.png    | Introductory         | 1be14ae1...
11_20.png    | Child's play         | 40d4be44...
11_21.png    | Piece of cake        | d5303fe9...
11_22.png    | No-brainer           | c8e876e7...
11_23.png    | Instinctive          | 222589ea...
11_24.png    | Automatic            | b34c3cd5...
11_25.png    | Intuitive            | b0ab1631...
11_26.png    | Seamless             | 42fc876e...
11_27.png    | Uncomplicated        | 48bcca7f...
11_28.png    | Trouble-free         | 4fb533d4...
11_29.png    | Convenient           | b93842b1...
11_30.png    | Complex              | 65d97fc6...
11_31.png    | Complicated          | d34da5bc...
11_32.png    | Intricate            | b8c369a0...
11_33.png    | Convoluted           | 2637a38b...
11_34.png    | Labyrinthine         | a7eb4c72...
11_35.png    | Tortuous             | b5c5d959...
11_36.png    | Abstruse             | 7651a87d...
11_37.png    | Involved             | 2321be35...
11_38.png    | Knotty               | 2ddb434b...
11_39.png    | Elaborate            | 32c14984...
11_40.png    | Tangled              | 4d552773...
11_41.png    | Messy                | a8294456...
11_42.png    | Baffling             | 2c25c202...
11_43.png    | Chaotic              | 187f4a8d...
11_44.png    | Bewildering          | 1e6a2342...
11_45.png    | Puzzling             | 513b7ec3...
11_46.png    | Mystifying           | e2d61222...
11_47.png    | Cryptic              | adaf7fa0...
11_48.png    | Enigmatic            | 988b3826...
11_49.png    | Obscure              | d473628b...
11_50.png    | Recondite            | 5a4c592b...
11_51.png    | Impenetrable         | 2d822e32...
11_52.png    | Sophisticated        | 06b19e35...
11_53.png    | Multifaceted         | 65bbd8bb...
11_54.png    | Multidimensional     | 98be6365...
11_55.png    | Byzantine            | b06e5ea6...
11_56.png    | Perplexing           | 906f3852...
11_57.png    | Disorienting         | 2f432d55...
11_58.png    | Dense                | 480418b0...
11_59.png    | Tricky               | e18a2a37...
11_60.png    | Simple               | 7fa98e3e...
11_61.png    | Clear                | ea7ff179...
11_62.png    | Plain                | baae13d2...
11_63.png    | Straightforward      | 0da53072...
11_64.png    | Direct               | 40c90d87...

## 12.png (12.txt)
12_1.png     | Coherent             | 659726be...
12_2.png     | Lucid                | 8b918ea2...
12_3.png     | Distinct             | 5f7b01ff...
12_4.png     | Explicit             | 140d2d35...
12_5.png     | Obvious              | ac77b104...
12_6.png     | Evident              | 9a1912e0...
12_7.png     | Apparent             | 1166d15b...
12_8.png     | Rudimentary          | 232f206d...
12_9.png     | Elementary           | b0ea34aa...
12_10.png    | Manifest             | 5c57bba0...
12_11.png    | Transparent          | fde7bd3e...
12_12.png    | Self-explanatory     | 89f12993...
12_13.png    | Unambiguous          | 2e2f05ad...
12_14.png    | Unmistakable         | 7b284e3d...
12_15.png    | Basic                | 866937e6...
12_16.png    | Fundamental          | f5c1368c...
12_17.png    | Pure                 | 0b5cc5ac...
12_18.png    | Stark                | 95163afe...
12_19.png    | Unadorned            | 5b73ba73...
12_20.png    | Minimalist           | 0868551b...
12_21.png    | Bare                 | 387ea0a8...
12_22.png    | Essential            | 6f7b003c...
12_23.png    | Core                 | 1c0f8162...
12_24.png    | Concise              | 6e8c318c...
12_25.png    | Crisp                | fdb60be1...
12_26.png    | Trivial              | 52ec4f87...
12_27.png    | Minor                | 7a3aacdc...
12_28.png    | Petty                | 92c4014b...
12_29.png    | Slight               | 889f3860...
12_30.png    | Negligible           | ee2007ce...
12_31.png    | Insignificant        | 5ac5fe25...
12_32.png    | Marginal             | 7accb0d9...
12_33.png    | Superficial          | 17fd1c15...
12_34.png    | Frivolous            | 3dd7e7d3...
12_35.png    | Trifling             | fca878b2...
12_36.png    | Crucial              | 3d33bd0b...
12_37.png    | Vital                | 1f6c9a20...
12_38.png    | Pivotal              | 6899edaf...
12_39.png    | Essential            | 6f7b003c...
12_40.png    | Major                | e1b0f669...
12_41.png    | Serious              | 333b7e8c...
12_42.png    | Grave                | 616a5a05...
12_43.png    | Acute                | dccee112...
12_44.png    | Severe               | a303b4e9...
12_45.png    | Profound             | 728d2825...
12_46.png    | Deep                 | 13892e3f...
12_47.png    | Weighty              | cc2d14ac...
12_48.png    | Monumental           | ac44091b...
12_49.png    | Consequential        | 01210d44...
12_50.png    | Substantial          | 1f830f6d...
12_51.png    | Pressing             | 63b508b1...
12_52.png    | Urgent               | fa7bf6bb...
12_53.png    | Paramount            | 704cc007...
12_54.png    | Intimate             | f8213c69...
12_55.png    | Fraternal            | 8df3f44d...
12_56.png    | Close                | 740e547c...
12_57.png    | Affectionate         | ba19fdf5...
12_58.png    | Loving               | aa143f06...
12_59.png    | Devoted              | 69ec077c...
12_60.png    | Platonic             | 25b430fb...
12_61.png    | Romantic             | 7261db9b...
12_62.png    | Passionate           | df5709cf...
12_63.png    | Inseparable          | 0ab6bb26...
12_64.png    | Bonded               | 03beadf6...

## 13.png (13.txt)
13_1.png     | Attached             | ba062bc5...
13_2.png     | Close-knit           | 168e56ab...
13_3.png     | Familial             | 33a9748d...
13_4.png     | Maternal             | 73645137...
13_5.png     | Confidant            | 28e79aef...
13_6.png     | Paternal             | c7d085a9...
13_7.png     | Cherished            | 9b955d7d...
13_8.png     | Beloved              | 5c047685...
13_9.png     | Adoring              | b96a1350...
13_10.png    | Dear                 | 7342906a...
13_11.png    | Fond                 | a93ba96e...
13_12.png    | Warm                 | 0faf3648...
13_13.png    | Soulmate             | 82ed3114...
13_14.png    | Companion            | ffbe7cb5...
13_15.png    | Partner              | 2cc016c4...
13_16.png    | Spouse               | f34a4f4f...
13_17.png    | Significant other    | 0da4e812...
13_18.png    | Buddy                | a9658d44...
13_19.png    | Acquaintance         | b4ffb7cc...
13_20.png    | Kin                  | e65ac611...
13_21.png    | Colleague            | f357d05d...
13_22.png    | Co-worker            | bf382097...
13_23.png    | Predecessor          | d19f4d51...
13_24.png    | Peer                 | a1eac0c4...
13_25.png    | Associate            | 83d20e89...
13_26.png    | Superior             | 3708578c...
13_27.png    | Subordinate          | 6bf9f0a4...
13_28.png    | Mentor               | ab5bdbf4...
13_29.png    | Mentee               | 7bba0e5e...
13_30.png    | Client               | 4d3a2dcd...
13_31.png    | Customer             | 5c25bab7...
13_32.png    | Stranger             | 91edd18b...
13_33.png    | Outsider             | 2a714028...
13_34.png    | Insider              | ddf43cba...
13_35.png    | Network              | 6e9f4e5b...
13_36.png    | Connection           | 089363e7...
13_37.png    | Contact              | 9a8fb038...
13_38.png    | Relation             | 17457904...
13_39.png    | Neighbor             | 46d3d80d...
13_40.png    | Roommate             | 81b31609...
13_41.png    | Classmate            | d1e3cb0f...
13_42.png    | Alumni               | 2085ba9d...
13_43.png    | Fellow               | e968a6ba...
13_44.png    | Counterpart          | 57d05347...
13_45.png    | Rival                | 50750fc3...
13_46.png    | Competitor           | 736c4b08...
13_47.png    | Equal                | 319c85df...
13_48.png    | Public               | 4a072904...
13_49.png    | Compatible           | 0a3ca1f7...
13_50.png    | Harmonious           | f159eba3...
13_51.png    | Cooperative          | 01a67991...
13_52.png    | Reciprocal           | 7d953e30...
13_53.png    | Cordial              | d89789c3...
13_54.png    | Amicable             | 6c8ebdc6...
13_55.png    | Collaborative        | 513161c8...
13_56.png    | Supportive           | f93b1d6d...
13_57.png    | Loyal                | 703e465a...
13_58.png    | Trustworthy          | 316e3734...
13_59.png    | Reliable             | acad5701...
13_60.png    | Dependable           | 4635c96e...
13_61.png    | Helpful              | a88e3eae...
13_62.png    | Allied               | 4de9a8d0...
13_63.png    | United               | 0cbb09be...
13_64.png    | Cohesive             | 27d234db...

## 14.png (14.txt)
14_1.png     | Mutual               | 010e836a...
14_2.png     | Understanding        | d345f638...
14_3.png     | Sympathetic          | 0e7dd8b0...
14_4.png     | Considerate          | 597bb87c...
14_5.png     | Tolerant             | c4762135...
14_6.png     | Accommodating        | 8f617de2...
14_7.png     | Agreeable            | 1537ad0b...
14_8.png     | Civil                | 427628fd...
14_9.png     | Polite               | eb0a60b0...
14_10.png    | Courteous            | 5291f880...
14_11.png    | Friendly             | 380596aa...
14_12.png    | Constructive         | 2db1ccfc...
14_13.png    | Synergistic          | 02dd54c7...
14_14.png    | Integrated           | 931ebad9...
14_15.png    | Hostile              | 1b39d9e9...
14_16.png    | Estranged            | a3404724...
14_17.png    | Distant              | 8c9d3e29...
14_18.png    | Cold                 | 86553075...
14_19.png    | Aloof                | 731964ee...
14_20.png    | Detached             | bf057e25...
14_21.png    | Alienated            | bc065515...
14_22.png    | Isolated             | d031cb19...
14_23.png    | Incompatible         | fc56c205...
14_24.png    | Abusive              | 5c6b6a6d...
14_25.png    | Toxic                | 000d57bb...
14_26.png    | Manipulative         | 892d82e1...
14_27.png    | Controlling          | 53bf8d1d...
14_28.png    | Jealous              | 53466d53...
14_29.png    | Envious              | de6df224...
14_30.png    | Resentful            | 41938ae5...
14_31.png    | Bitter               | 845d4331...
14_32.png    | Vengeful             | deb1d78d...
14_33.png    | Spiteful             | 38362ba7...
14_34.png    | Feud                 | abc562fd...
14_35.png    | Rivalry              | 44b48dd1...
14_36.png    | Friction             | a4ac0436...
14_37.png    | Tension              | 34eca3a7...
14_38.png    | Conflict             | ab71c88b...
14_39.png    | Broken               | 282ffd00...
14_40.png    | Divorced             | a28b3ca1...
14_41.png    | Separated            | e890b615...
14_42.png    | Antagonistic         | f35d7842...
14_43.png    | Confrontational      | 7fc08a1c...
14_44.png    | Unfriendly           | d67f72d1...
14_45.png    | Sociable             | ea34cf8d...
14_46.png    | Gregarious           | f9603c8c...
14_47.png    | *greg*               | 02439463...
14_48.png    | egregious            | ecaa8fba...
14_49.png    | Outgoing             | 0c80ff13...
14_50.png    | Extroverted          | 0732a7c4...
14_51.png    | Introverted          | b211f2c8...
14_52.png    | Charismatic          | 6562ad4a...
14_53.png    | Charming             | 951b0243...
14_54.png    | Likable              | 42d3c04a...
14_55.png    | Popular              | 33ecdbc0...
14_56.png    | Altruistic           | 84791b2e...
14_57.png    | Approachable         | 3732cdb4...
14_58.png    | Accessible           | e331296a...
14_59.png    | Welcoming            | ae05f45b...
14_60.png    | Hospitable           | 865b64b2...
14_61.png    | Generous             | 4d20133e...
14_62.png    | Selfish              | f277166c...
14_63.png    | Egocentric           | 1770b90e...
14_64.png    | Narcissistic         | 2c920c14...

## 15.png (15.txt)
15_1.png     | Arrogant             | d13f6389...
15_2.png     | Humble               | 44763a01...
15_3.png     | Modest               | 73d2d3a7...
15_4.png     | Shy                  | 80a71bc8...
15_5.png     | Timid                | ef71e9f1...
15_6.png     | Bashful              | a59a6ef2...
15_7.png     | Awkward              | b3b72041...
15_8.png     | Socially awkward     | 909cf2e0...
15_9.png     | Confident            | b2896882...
15_10.png    | Assertive            | 81c13518...
15_11.png    | Dominant             | c6e1cba1...
15_12.png    | Submissive           | 9415c2f0...
15_13.png    | Flourish             | f04c2955...
15_14.png    | Thrive               | fed06d0e...
15_15.png    | Prosper              | ea092f48...
15_16.png    | Boom                 | abf062da...
15_17.png    | Blossom              | 925917fa...
15_18.png    | Burgeon              | bf658a8b...
15_19.png    | Expand               | daa5cd6a...
15_20.png    | Escalate             | 7a90d19a...
15_21.png    | Surge                | 7ce2f2cd...
15_22.png    | Soar                 | 93cb4804...
15_23.png    | Skyrocket            | 48f9fd7c...
15_24.png    | Amplify              | 3a2ba71b...
15_25.png    | Augment              | 070b0e03...
15_26.png    | Enhance              | 03a6edf7...
15_27.png    | Elevate              | 4068e78f...
15_28.png    | Proliferate          | 4b501ff5...
15_29.png    | Advance              | 300b6638...
15_30.png    | Progress             | c10e8803...
15_31.png    | Develop              | 3c3391c5...
15_32.png    | Mature               | 76b4195f...
15_33.png    | Ripen                | a13145ce...
15_34.png    | Accumulate           | 3b1ecd26...
15_35.png    | Amass                | 9375b599...
15_36.png    | Multiply             | 33476ecc...
15_37.png    | Boost                | d22721b8...
15_38.png    | Fortify              | 0e84d937...
15_39.png    | Strengthen           | e24cfd73...
15_40.png    | Optimize             | 33e96e4d...
15_41.png    | Maximize             | 16fb4e29...
15_42.png    | Upgrade              | 2fad8dd1...
15_43.png    | Deteriorate          | 0effd27a...
15_44.png    | Deplete              | 2df1280b...
15_45.png    | Degenerate           | 8a6f3d5d...
15_46.png    | Worsen               | f2c9469d...
15_47.png    | Decline              | afb19fc6...
15_48.png    | Diminish             | 1bec70e9...
15_49.png    | Dwindle              | 310a5bd8...
15_50.png    | Shrink               | dc872426...
15_51.png    | Contract             | 949f44cb...
15_52.png    | Recede               | acb4af25...
15_53.png    | Wither               | e5040200...
15_54.png    | Decay                | a5c38cad...
15_55.png    | Rot                  | 28b52961...
15_56.png    | Decompose            | 70531971...
15_57.png    | Corrode              | 5d74156a...
15_58.png    | Erode                | 52c218f3...
15_59.png    | Crumble              | 35b04996...
15_60.png    | Collapse             | 920b8ebf...
15_61.png    | Plummet              | 191aeb26...
15_62.png    | Plunge               | 45ba6622...
15_63.png    | Slump                | bc459e55...
15_64.png    | Crash                | 10b42fbc...

## 16.png (16.txt)
16_1.png     | Nosedive             | ecf310a3...
16_2.png     | Tumble               | ad6a63bf...
16_3.png     | Subside              | 256d957f...
16_4.png     | Wane                 | 1c687ffe...
16_5.png     | Fade                 | 41457d72...
16_6.png     | Exhaust              | da581cb7...
16_7.png     | Weaken               | dadb50f9...
16_8.png     | Fail                 | 97a5ea54...
16_9.png     | Evolve               | cf02ecf5...
16_10.png    | Transform            | 64d2f5c4...
16_11.png    | Metamorphose         | 918aaee1...
16_12.png    | Convert              | 5a9d668b...
16_13.png    | Alter                | 1cf4497c...
16_14.png    | Modify               | e048b91c...
16_15.png    | Adjust               | 266f1f43...
16_16.png    | Adapt                | d9d38b3a...
16_17.png    | Acclimate            | 6ac70c37...
16_18.png    | Revise               | de028bf0...
16_19.png    | Reform               | b4c9110a...
16_20.png    | Remodel              | d2bb64e4...
16_21.png    | Renovate             | 3e9fd0a1...
16_22.png    | Revolutionize        | d36783f0...
16_23.png    | Shift                | 38636fd5...
16_24.png    | Vary                 | a4e77078...
16_25.png    | Diversify            | 5f8d04d3...
16_26.png    | Mutate               | 3279f005...
16_27.png    | Transmute            | 5f26a13a...
16_28.png    | Reshape              | 8c8fec4d...
16_29.png    | Reconfigure          | 5361fcf6...
16_30.png    | Overhaul             | 55f3ab58...
16_31.png    | Refine               | 1f06e854...
16_32.png    | Polish               | b32ef000...
16_33.png    | Tweak                | 05577cbb...
16_34.png    | Customize            | f02de0f2...
16_35.png    | Tailor               | 6728b70d...
16_36.png    | Transition           | e2138afa...
16_37.png    | Switch               | d2a7a0aa...
16_38.png    | Substitute           | a60413af...
16_39.png    | Fluctuate            | 70db595a...
16_40.png    | Vacillate            | 7b0cc823...
16_41.png    | Oscillate            | 4886efbe...
16_42.png    | Swing                | e7b374fa...
16_43.png    | Vary                 | a4e77078...
16_44.png    | Waver                | 300d5416...
16_45.png    | Alternate            | 170b20e7...
16_46.png    | Seesaw               | 2a303c13...
16_47.png    | Stagnate             | 88d0f1a5...
16_48.png    | Stall                | 9304691e...
16_49.png    | Plateau              | 05c8bd38...
16_50.png    | Stabilize            | 38eacaef...
16_51.png    | Settle               | 30e7b128...
16_52.png    | Remain               | 974b89cb...
16_53.png    | Persist              | 58315cf0...
16_54.png    | Endure               | 178e4098...
16_55.png    | Last                 | 3502a6d3...
16_56.png    | Freeze               | e0b9e89f...
16_57.png    | Halt                 | 613ba90e...
16_58.png    | Pause                | 2aad289b...
16_59.png    | Suspend              | 981aaf6a...
16_60.png    | Linger               | c2e6b986...
16_61.png    | Hover                | e3f19d32...
16_62.png    | Drift                | 092d8545...
16_63.png    | Meander              | 258d8452...
16_64.png    | Deviate              | aadb29df...

## 17.png (17.txt)
17_1.png     | Diverge              | e17ce51a...
17_2.png     | Converge             | fe52cf73...
17_3.png     | Level off            | 687e22ff...
17_4.png     | Steady               | 6d7a1301...
17_5.png     | Initiate             | d0dc97d0...
17_6.png     | Commence             | 5b759626...
17_7.png     | Launch               | 3bed8469...
17_8.png     | Trigger              | 420e6e9e...
17_9.png     | Spark                | f7536d07...
17_10.png    | Originate            | c181979a...
17_11.png    | Generate             | 81774e2d...
17_12.png    | Establish            | 37b07c86...
17_13.png    | Terminate            | e4f7b4d0...
17_14.png    | Cease                | 93517a72...
17_15.png    | Conclude             | 8ae04870...
17_16.png    | Abolish              | c7c43ed2...
17_17.png    | Eradicate            | 93e50b7f...
17_18.png    | Eliminate            | 678f5651...
17_19.png    | Extinguish           | 1af79931...
17_20.png    | Vanish               | f642a406...
17_21.png    | Recover              | 13f48ab0...
17_22.png    | Restore              | dd90f7bb...
17_23.png    | Revive               | 05628f51...
17_24.png    | Rejuvenate           | 57a7fb72...
17_25.png    | Resurrect            | c26977f8...
17_26.png    | Rehabilitate         | 415d4183...
17_27.png    | Retrieve             | 957bdce5...
17_28.png    | Redeem               | c9f6a6b9...
17_29.png    | Salvage              | 0c785a9d...
17_30.png    | Bounce back          | de646463...
17_31.png    | Rally                | 13ea0ad6...
17_32.png    | Recuperate           | 0d5a691f...
17_33.png    | Heal                 | dafebf7e...
17_34.png    | Regenerate           | c1a61fae...
17_35.png    | Eternal              | 518e65e3...
17_36.png    | Perpetual            | 29bc1f32...
17_37.png    | Everlasting          | c773fc4b...
17_38.png    | Infinite             | a67eebb3...
17_39.png    | Enduring             | eac576d1...
17_40.png    | Permanent            | 33f87e9f...
17_41.png    | Chronic              | 91704b61...
17_42.png    | Prolonged            | ec007511...
17_43.png    | Protracted           | f0ee768d...
17_44.png    | Incessant            | 217fc8f7...
17_45.png    | Ceaseless            | c8a79b8e...
17_46.png    | Unending             | c74867a4...
17_47.png    | Timeless             | b63a0ee8...
17_48.png    | Immortal             | 9dbb9768...
17_49.png    | Abiding              | cd9cabf8...
17_50.png    | Persisting           | 541e0326...
17_51.png    | Lingering            | 76cfab5f...
17_52.png    | Constant             | 5d61bbbf...
17_53.png    | Continuous           | aba580f2...
17_54.png    | Continual            | cb464316...
17_55.png    | Sustained            | 0d6c7ec4...
17_56.png    | Extended             | 576ec804...
17_57.png    | Longevity            | 3f36c9e3...
17_58.png    | Perennial            | 467158e8...
17_59.png    | Indefinite           | 93be99e6...
17_60.png    | Deep-seated          | ccc9fca5...
17_61.png    | Inveterate           | bdc01649...
17_62.png    | Standing             | 8da006bd...
17_63.png    | Lifelong             | 076a13c6...
17_64.png    | Undying              | b795555c...

## 18.png (18.txt)
18_1.png     | Ephemeral            | 5de5f3b1...
18_2.png     | Fleeting             | 80b97e52...
18_3.png     | Interim              | 4e701583...
18_4.png     | Provisional          | 2177ed27...
18_5.png     | Transient            | 0c117e23...
18_6.png     | Transitory           | c6f5a302...
18_7.png     | Temporary            | bec23fd2...
18_8.png     | Fugitive             | c010e6a5...
18_9.png     | Momentary            | 006c3c2e...
18_10.png    | Brief                | 74b6ee3d...
18_11.png    | Short-lived          | bb6d1089...
18_12.png    | Evanescent           | 45d28481...
18_13.png    | Passing              | 99baf7f0...
18_14.png    | Tentative            | 2e5b7344...
18_15.png    | Cursory              | 9fabba40...
18_16.png    | Instantaneous        | f7737151...
18_17.png    | Abrupt               | 97a054f2...
18_18.png    | Sudden               | 9ad3595d...
18_19.png    | Short-term           | 816cd86e...
18_20.png    | Impermanent          | 1b7f4ed6...
18_21.png    | Volatile             | 79653d5a...
18_22.png    | Swift                | e9346d88...
18_23.png    | Hasty                | 82f88c74...
18_24.png    | Fly-by-night         | 8e044fd4...
18_25.png    | Mortal               | 7e3e98e6...
18_26.png    | Finite               | 6a5a2ef7...
18_27.png    | Phase                | df2028be...
18_28.png    | Spell                | 792ce43c...
18_29.png    | Flash                | f16a0710...
18_30.png    | Blink                | 5a24ea52...
18_31.png    | Intermittent         | 52b44eec...
18_32.png    | Sporadic             | 5dbf65e1...
18_33.png    | Occasional           | cb00c9e3...
18_34.png    | Periodic             | 5681bf1d...
18_35.png    | Recurrent            | 1a0557fe...
18_36.png    | Frequent             | 124f7a88...
18_37.png    | Constant             | 5d61bbbf...
18_38.png    | Continual            | cb464316...
18_39.png    | Regular              | 103c673c...
18_40.png    | Irregular            | 8ddd8cb1...
18_41.png    | Cyclical             | 3127fddc...
18_42.png    | Hourly               | 762a1b18...
18_43.png    | Biennial             | 96003915...
18_44.png    | Perennial            | 467158e8...
18_45.png    | Habitual             | 13f51951...
18_46.png    | Customary            | 164ae243...
18_47.png    | Routine              | d8ab6956...
18_48.png    | Systematic           | 73d30fc4...
18_49.png    | Alternate            | 170b20e7...
18_50.png    | Consecutive          | 73bd0ba9...
18_51.png    | Successive           | 7fb62cb2...
18_52.png    | Spasmodic            | f640e070...
18_53.png    | Fitful               | a239f13b...
18_54.png    | Rare                 | 124147c0...
18_55.png    | Infrequent           | 5d5803ea...
18_56.png    | Seldom               | 77fff128...
18_57.png    | Scarce               | 06c971f2...
18_58.png    | Commonplace          | 8907ef68...
18_59.png    | Ubiquitous           | 7742e73d...
18_60.png    | Annual               | 43ecb879...
18_61.png    | Punctual             | d26ce6d7...
18_62.png    | Prompt               | b73b65dc...
18_63.png    | Timely               | a791188d...
18_64.png    | Tardy                | b77c08a9...

## 19.png (19.txt)
19_1.png     | Delayed              | 05217c64...
19_2.png     | Overdue              | 5b5ea162...
19_3.png     | Belated              | 9ccc17b2...
19_4.png     | Premature            | 3034b053...
19_5.png     | Precocious           | a1330928...
19_6.png     | Simultaneous         | 4b0315eb...
19_7.png     | Synchronized         | f1e81c84...
19_8.png     | Coincident           | c0a8d195...
19_9.png     | Opportune            | 804c4b3a...
19_10.png    | Inopportune          | aacf084d...
19_11.png    | Seasonable           | 342348e2...
19_12.png    | Urgent               | fa7bf6bb...
19_13.png    | Pressing             | 63b508b1...
19_14.png    | Immediate            | 567986c6...
19_15.png    | Instant              | ab304a9f...
19_16.png    | Swift                | e9346d88...
19_17.png    | Rapid                | 93aa2bdd...
19_18.png    | Hasty                | 82f88c74...
19_19.png    | Brisk                | 9ecf4784...
19_20.png    | Accelerated          | 31c40d02...
19_21.png    | Pace                 | b7abaaa2...
19_22.png    | Tempo                | 87c9ca91...
19_23.png    | Lag                  | 6dcd5e5f...
19_24.png    | Procrastinate        | 4c79d1af...
19_25.png    | Defer                | ae0cdc43...
19_26.png    | Postpone             | a8d31d77...
19_27.png    | Chronological        | d3bb3b57...
19_28.png    | Sequential           | f729af84...
19_29.png    | Subsequent           | 940ca70a...
19_30.png    | Preceding            | b26f0487...
19_31.png    | Prior                | f78997c5...
19_32.png    | Anterior             | 93e836f7...
19_33.png    | Posterior            | 506de5c8...
19_34.png    | Simultaneous         | 4b0315eb...
19_35.png    | Concurrent           | 6c948d55...
19_36.png    | Era                  | bea30afd...
19_37.png    | Epoch                | e9104934...
19_38.png    | Eon                  | 6e8cd29a...
19_39.png    | Millennium           | 2915381d...
19_40.png    | Century              | d124dee8...
19_41.png    | Decade               | 70249a83...
19_42.png    | Generation           | e59b3f93...
19_43.png    | Dynasty              | 22e3ca51...
19_44.png    | Period               | 0beb06bc...
19_45.png    | Phase                | df2028be...
19_46.png    | Stage                | 88d25f4e...
19_47.png    | Interim              | 4e701583...
19_48.png    | Interval             | 309e1c45...
19_49.png    | Gap                  | 444c3722...
19_50.png    | Hiatus               | a8971da2...
19_51.png    | Lull                 | 752ec473...
19_52.png    | Respite              | 03edc454...
19_53.png    | Tenure               | d2d05e22...
19_54.png    | Term                 | 7cabd16e...
19_55.png    | Duration             | c259faea...
19_56.png    | Span                 | f9f45808...
19_57.png    | Contemporary         | 806133bf...
19_58.png    | Modern               | 293bff53...
19_59.png    | Current              | d7fa99cd...
19_60.png    | Present-day          | ea2a8a78...
19_61.png    | Ancient              | eba4f2fa...
19_62.png    | Archaic              | 8ad0715c...
19_63.png    | Primitive            | bab3e8d6...
19_64.png    | Primeval             | 97be838e...

## 20.png (20.txt)
20_1.png     | Medieval             | a6eb5d55...
20_2.png     | Prehistoric          | 868995a8...
20_3.png     | Future               | d1d63340...
20_4.png     | Prospective          | 1c5a5a5a...
20_5.png     | Imminent             | e48c39fb...
20_6.png     | Impending            | 39b418e4...
20_7.png     | Looming              | 99c2a753...
20_8.png     | Forthcoming          | f63342d5...
20_9.png     | Eventual             | 772f274b...
20_10.png    | Ultimate             | 96213112...
20_11.png    | Bygone               | e40a7112...
20_12.png    | Former               | 433903c5...
20_13.png    | Previous             | f960fc72...
20_14.png    | Obsolete             | 381adc24...
20_15.png    | Outdated             | 15a1cd7f...
20_16.png    | Antedated            | 18376b98...
20_17.png    | Retroactive          | 3a0053c5...
20_18.png    | Anachronistic        | 52f9461d...
20_19.png    | Timely               | a791188d...
20_20.png    | Up-to-date           | 56d7c8d7...
20_21.png    | State-of-the-art     | e6227a22...
20_22.png    | Cutting-edge         | c4c606db...
20_23.png    | Colossal             | d095f881...
20_24.png    | Enormous             | 3312c131...
20_25.png    | Gigantic             | 0ac68385...
20_26.png    | Massive              | 5b55bf25...
20_27.png    | Vast                 | 421f1add...
20_28.png    | Immense              | ed0545bc...
20_29.png    | Huge                 | 7902eda8...
20_30.png    | Mammoth              | 7ec2a153...
20_31.png    | Titanic              | 76315f49...
20_32.png    | Monumental           | ac44091b...
20_33.png    | Gargantuan           | 3a5c6aa6...
20_34.png    | Tremendous           | bafe3288...
20_35.png    | Substantial          | 1f830f6d...
20_36.png    | Expansive            | 915e1bcc...
20_37.png    | Extensive            | 6c202c43...
20_38.png    | Broad                | a0b7fa47...
20_39.png    | Wide                 | b479d165...
20_40.png    | Towering             | d42df35d...
20_41.png    | Soaring              | e5304512...
20_42.png    | Lofty                | de7846a3...
20_43.png    | Bulky                | 4dc7ca3b...
20_44.png    | Voluminous           | 1820fcea...
20_45.png    | Hefty                | 7f982e3a...
